,name,colors,manaValue,manaCost,power,toughness,loyalty,text,rarity,keywords,supertypes,types,subtypes
12,Dauntless Cathar,W,3.0,{2}{W},3.0,2.0,,"{1}{W}, Exile Dauntless Cathar from your graveyard: Create a 1/1 white Spirit creature token with flying. Activate only as a sorcery.",common,,,Creature,"Human, Soldier"
13,Declaration in Stone,W,2.0,{1}{W},,,,Exile target creature and all other creatures its controller controls with the same name as that creature. That player investigates for each nontoken creature exiled this way.,rare,Investigate,,Sorcery,
14,Descend upon the Sinful,W,6.0,{4}{W}{W},,,,"Exile all creatures.
Delirium — Create a 4/4 white Angel creature token with flying if there are four or more card types among cards in your graveyard.",mythic,Delirium,,Sorcery,
15,Devilthorn Fox,W,2.0,{1}{W},3.0,1.0,,,common,,,Creature,Fox
16,Drogskol Cavalry,W,7.0,{5}{W}{W},4.0,4.0,,"Flying
Whenever another Spirit enters the battlefield under your control, you gain 2 life.
{3}{W}: Create a 1/1 white Spirit creature token with flying.",rare,Flying,,Creature,"Spirit, Knight"
17,Eerie Interlude,W,3.0,{2}{W},,,,Exile any number of target creatures you control. Return those cards to the battlefield under their owner's control at the beginning of the next end step.,rare,,,Instant,
18,Emissary of the Sleepless,W,5.0,{4}{W},2.0,4.0,,"Flying
When Emissary of the Sleepless enters the battlefield, if a creature died this turn, create a 1/1 white Spirit creature token with flying.",common,Flying,,Creature,Spirit
19,Ethereal Guidance,W,3.0,{2}{W},,,,Creatures you control get +2/+1 until end of turn.,common,,,Sorcery,
20,Expose Evil,W,2.0,{1}{W},,,,"Tap up to two target creatures.
Investigate. (Create a Clue token. It's an artifact with ""{2}, Sacrifice this artifact: Draw a card."")",common,Investigate,,Instant,
21,Gryff's Boon,W,1.0,{W},,,,"Enchant creature
Enchanted creature gets +1/+0 and has flying.
{3}{W}: Return Gryff's Boon from your graveyard to the battlefield attached to target creature. Activate only as a sorcery.",uncommon,Enchant,,Enchantment,Aura
22,Hanweir Militia Captain,W,2.0,{1}{W},2.0,2.0,,"At the beginning of your upkeep, if you control four or more creatures, transform Hanweir Militia Captain.",rare,Transform,,Creature,"Human, Soldier"
23,Westvale Cult Leader,W,2.0,,,,,"Westvale Cult Leader's power and toughness are each equal to the number of creatures you control.
At the beginning of your end step, create a 1/1 white and black Human Cleric creature token.",rare,,,Creature,"Human, Cleric"
24,Hope Against Hope,W,3.0,{2}{W},,,,"Enchant creature
Enchanted creature gets +1/+1 for each creature you control.
As long as enchanted creature is a Human, it has first strike.",uncommon,Enchant,,Enchantment,Aura
25,Humble the Brute,W,5.0,{4}{W},,,,"Destroy target creature with power 4 or greater.
Investigate.(Create a Clue token. It's an artifact with ""{2}, Sacrifice this artifact: Draw a card."")",uncommon,Investigate,,Instant,
26,Inquisitor's Ox,W,4.0,{3}{W},2.0,5.0,,Delirium — Inquisitor's Ox gets +1/+0 and has vigilance as long as there are four or more card types among cards in your graveyard.,common,Delirium,,Creature,Ox
27,Inspiring Captain,W,4.0,{3}{W},3.0,3.0,,"When Inspiring Captain enters the battlefield, creatures you control get +1/+1 until end of turn.",common,,,Creature,"Human, Knight"
28,Militant Inquisitor,W,3.0,{2}{W},2.0,3.0,,Militant Inquisitor gets +1/+0 for each Equipment you control.,common,,,Creature,"Human, Cleric"
29,Moorland Drifter,W,2.0,{1}{W},2.0,2.0,,Delirium — Moorland Drifter has flying as long as there are four or more card types among cards in your graveyard.,common,Delirium,,Creature,Spirit
30,Nahiri's Machinations,W,2.0,{1}{W},,,,"At the beginning of combat on your turn, target creature you control gains indestructible until end of turn.
{1}{R}: Nahiri's Machinations deals 1 damage to target blocking creature.",uncommon,,,Enchantment,
31,Nearheath Chaplain,W,4.0,{3}{W},3.0,1.0,,"Lifelink
{2}{W}, Exile Nearheath Chaplain from your graveyard: Create two 1/1 white Spirit creature tokens with flying. Activate only as a sorcery.",uncommon,Lifelink,,Creature,"Human, Cleric"
32,Not Forgotten,W,2.0,{1}{W},,,,Put target card from a graveyard on the top or bottom of its owner's library. Create a 1/1 white Spirit creature token with flying.,uncommon,,,Sorcery,
33,"Odric, Lunarch Marshal",W,4.0,{3}{W},3.0,3.0,,"At the beginning of each combat, creatures you control gain first strike until end of turn if a creature you control has first strike. The same is true for flying, deathtouch, double strike, haste, hexproof, indestructible, lifelink, menace, reach, skulk, trample, and vigilance.",rare,,Legendary,Creature,"Human, Soldier"
34,Open the Armory,W,2.0,{1}{W},,,,"Search your library for an Aura or Equipment card, reveal it, put it into your hand, then shuffle.",uncommon,,,Sorcery,
35,Paranoid Parish-Blade,W,3.0,{2}{W},3.0,2.0,,Delirium — Paranoid Parish-Blade gets +1/+0 and has first strike as long as there are four or more card types among cards in your graveyard.,uncommon,Delirium,,Creature,"Human, Soldier"
36,Pious Evangel,W,3.0,{2}{W},2.0,2.0,,"Whenever Pious Evangel or another creature enters the battlefield under your control, you gain 1 life.
{2}, {T}, Sacrifice another permanent: Transform Pious Evangel.",uncommon,Transform,,Creature,"Human, Cleric"
37,Wayward Disciple,B,3.0,,2.0,4.0,,"Whenever Wayward Disciple or another creature you control dies, target opponent loses 1 life and you gain 1 life.",uncommon,,,Creature,"Human, Cleric"
38,Puncturing Light,W,2.0,{1}{W},,,,Destroy target attacking or blocking creature with power 3 or less.,common,,,Instant,
39,Reaper of Flight Moonsilver,W,5.0,{3}{W}{W},3.0,3.0,,"Flying
Delirium — Sacrifice another creature: Reaper of Flight Moonsilver gets +2/+1 until end of turn. Activate only if there are four or more card types among cards in your graveyard.",uncommon,"Delirium, Flying",,Creature,Angel
40,Silverstrike,W,4.0,{3}{W},,,,Destroy target attacking creature. You gain 3 life.,uncommon,,,Instant,
41,Spectral Shepherd,W,3.0,{2}{W},2.0,2.0,,"Flying
{1}{U}: Return target Spirit you control to its owner's hand.",uncommon,Flying,,Creature,Spirit
42,Stern Constable,W,1.0,{W},1.0,1.0,,"{T}, Discard a card: Tap target creature.",common,,,Creature,"Human, Soldier"
43,Strength of Arms,W,1.0,{W},,,,"Target creature gets +2/+2 until end of turn. If you control an Equipment, create a 1/1 white Human Soldier creature token.",common,,,Instant,
44,Survive the Night,W,3.0,{2}{W},,,,"Target creature gets +1/+0 and gains indestructible until end of turn. (Damage and effects that say ""destroy"" don't destroy it.)
Investigate. (Create a Clue token. It's an artifact with ""{2}, Sacrifice this artifact: Draw a card."")",common,Investigate,,Instant,
45,Tenacity,W,4.0,{3}{W},,,,Creatures you control get +1/+1 and gain lifelink until end of turn. Untap those creatures.,uncommon,,,Instant,
46,Thalia's Lieutenant,W,2.0,{1}{W},1.0,1.0,,"When Thalia's Lieutenant enters the battlefield, put a +1/+1 counter on each other Human you control.
Whenever another Human enters the battlefield under your control, put a +1/+1 counter on Thalia's Lieutenant.",rare,,,Creature,"Human, Soldier"
47,Thraben Inspector,W,1.0,{W},1.0,2.0,,"When Thraben Inspector enters the battlefield, investigate. (Create a Clue token. It's an artifact with ""{2}, Sacrifice this artifact: Draw a card."")",common,Investigate,,Creature,"Human, Soldier"
48,Topplegeist,W,1.0,{W},1.0,1.0,,"Flying
When Topplegeist enters the battlefield, tap target creature an opponent controls.
Delirium — At the beginning of each opponent's upkeep, if there are four or more card types among cards in your graveyard, tap target creature that player controls.",uncommon,"Delirium, Flying",,Creature,Spirit
49,Town Gossipmonger,W,1.0,{W},1.0,1.0,,"{T}, Tap an untapped creature you control: Transform Town Gossipmonger.",uncommon,Transform,,Creature,Human
50,Incited Rabble,R,1.0,,2.0,3.0,,"Incited Rabble attacks each combat if able.
{2}: Incited Rabble gets +1/+0 until end of turn.",uncommon,,,Creature,Human
51,Unruly Mob,W,2.0,{1}{W},1.0,1.0,,"Whenever another creature you control dies, put a +1/+1 counter on Unruly Mob.",common,,,Creature,Human
52,Vessel of Ephemera,W,2.0,{1}{W},,,,"{2}{W}, Sacrifice Vessel of Ephemera: Create two 1/1 white Spirit creature tokens with flying.",common,,,Enchantment,
53,Aberrant Researcher,U,4.0,{3}{U},3.0,2.0,,"Flying
At the beginning of your upkeep, mill a card. If an instant or sorcery card was milled this way, transform Aberrant Researcher.",uncommon,"Flying, Mill, Transform",,Creature,"Human, Insect"
54,Perfected Form,U,4.0,,5.0,4.0,,Flying,uncommon,Flying,,Creature,"Insect, Horror"
55,Broken Concentration,U,3.0,{1}{U}{U},,,,"Counter target spell.
Madness {3}{U} (If you discard this card, discard it into exile. When you do, cast it for its madness cost or put it into your graveyard.)",uncommon,Madness,,Instant,
56,Catalog,U,3.0,{2}{U},,,,"Draw two cards, then discard a card.",common,,,Instant,
57,Compelling Deterrence,U,2.0,{1}{U},,,,Return target nonland permanent to its owner's hand. Then that player discards a card if you control a Zombie.,uncommon,,,Instant,
58,Confirm Suspicions,U,5.0,{3}{U}{U},,,,"Counter target spell.
Investigate three times. (To investigate, create a Clue token. It's an artifact with ""{2}, Sacrifice this artifact: Draw a card."")",rare,Investigate,,Instant,
59,Daring Sleuth,U,2.0,{1}{U},2.0,1.0,,"When you sacrifice a Clue, transform Daring Sleuth.",uncommon,Transform,,Creature,"Human, Rogue"
60,Bearer of Overwhelming Truths,U,2.0,,3.0,2.0,,"Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)
Whenever Bearer of Overwhelming Truths deals combat damage to a player, investigate. (Create a Clue token. It's an artifact with ""{2}, Sacrifice this artifact: Draw a card."")",uncommon,"Investigate, Prowess",,Creature,"Human, Wizard"
61,Deny Existence,U,3.0,{2}{U},,,,"Counter target creature spell. If that spell is countered this way, exile it instead of putting it into its owner's graveyard.",common,,,Instant,
62,Drownyard Explorers,U,4.0,{3}{U},2.0,4.0,,"When Drownyard Explorers enters the battlefield, investigate. (Create a Clue token. It's an artifact with ""{2}, Sacrifice this artifact: Draw a card."")",common,Investigate,,Creature,"Human, Wizard"
63,Drunau Corpse Trawler,U,4.0,{3}{U},1.0,1.0,,"When Drunau Corpse Trawler enters the battlefield, create a 2/2 black Zombie creature token.
{2}{B}: Target Zombie gains deathtouch until end of turn.",uncommon,,,Creature,Zombie
64,Engulf the Shore,U,4.0,{3}{U},,,,Return to their owners' hands all creatures with toughness less than or equal to the number of Islands you control.,rare,,,Instant,
65,Erdwal Illuminator,U,2.0,{1}{U},1.0,3.0,,"Flying
Whenever you investigate for the first time each turn, investigate an additional time.",uncommon,"Flying, Investigate",,Creature,Spirit
66,Essence Flux,U,1.0,{U},,,,"Exile target creature you control, then return that card to the battlefield under its owner's control. If it's a Spirit, put a +1/+1 counter on it.",uncommon,,,Instant,
67,Fleeting Memories,U,3.0,{2}{U},,,,"When Fleeting Memories enters the battlefield, investigate. (Create a Clue token. It's an artifact with ""{2}, Sacrifice this artifact: Draw a card."")
Whenever you sacrifice a Clue, target player mills three cards.",uncommon,"Investigate, Mill",,Enchantment,
68,Forgotten Creation,U,4.0,{3}{U},3.0,3.0,,"Skulk (This creature can't be blocked by creatures with greater power.)
At the beginning of your upkeep, you may discard all the cards in your hand. If you do, draw that many cards.",rare,Skulk,,Creature,"Zombie, Horror"
69,Furtive Homunculus,U,2.0,{1}{U},2.0,1.0,,Skulk (This creature can't be blocked by creatures with greater power.),common,Skulk,,Creature,Homunculus
70,Geralf's Masterpiece,U,5.0,{3}{U}{U},7.0,7.0,,"Flying
Geralf's Masterpiece gets -1/-1 for each card in your hand.
{3}{U}, Discard three cards: Return Geralf's Masterpiece from your graveyard to the battlefield tapped.",mythic,Flying,,Creature,"Zombie, Horror"
71,Ghostly Wings,U,2.0,{1}{U},,,,"Enchant creature
Enchanted creature gets +1/+1 and has flying.
Discard a card: Return enchanted creature to its owner's hand.",common,Enchant,,Enchantment,Aura
72,Gone Missing,U,5.0,{4}{U},,,,"Put target permanent on top of its owner's library.
Investigate. (Create a Clue token. It's an artifact with ""{2}, Sacrifice this artifact: Draw a card."")",common,Investigate,,Sorcery,
73,Invasive Surgery,U,1.0,{U},,,,"Counter target sorcery spell.
Delirium — If there are four or more card types among cards in your graveyard, search the graveyard, hand, and library of that spell's controller for any number of cards with the same name as that spell, exile those cards, then that player shuffles.",uncommon,Delirium,,Instant,
74,"Jace, Unraveler of Secrets",U,5.0,{3}{U}{U},,,5.0,"[+1]: Scry 1, then draw a card.
[−2]: Return target creature to its owner's hand.
[−8]: You get an emblem with ""Whenever an opponent casts their first spell each turn, counter that spell.""",mythic,Scry,Legendary,Planeswalker,Jace
75,Jace's Scrutiny,U,2.0,{1}{U},,,,"Target creature gets -4/-0 until end of turn.
Investigate. (Create a Clue token. It's an artifact with ""{2}, Sacrifice this artifact: Draw a card."")",common,Investigate,,Instant,
76,Just the Wind,U,2.0,{1}{U},,,,"Return target creature to its owner's hand.
Madness {U} (If you discard this card, discard it into exile. When you do, cast it for its madness cost or put it into your graveyard.)",common,Madness,,Instant,
77,Lamplighter of Selhoff,U,5.0,{4}{U},3.0,5.0,,"When Lamplighter of Selhoff enters the battlefield, if you control another Zombie, you may draw a card. If you do, discard a card.",common,,,Creature,"Zombie, Horror"
78,Manic Scribe,U,2.0,{1}{U},0.0,3.0,,"When Manic Scribe enters the battlefield, each opponent mills three cards.
Delirium — At the beginning of each opponent's upkeep, if there are four or more card types among cards in your graveyard, that player mills three cards.",uncommon,"Delirium, Mill",,Creature,"Human, Wizard"
79,Nagging Thoughts,U,2.0,{1}{U},,,,"Look at the top two cards of your library. Put one of them into your hand and the other into your graveyard.
Madness {1}{U} (If you discard this card, discard it into exile. When you do, cast it for its madness cost or put it into your graveyard.)",common,Madness,,Sorcery,
80,Nephalia Moondrakes,U,7.0,{5}{U}{U},5.0,5.0,,"Flying
When Nephalia Moondrakes enters the battlefield, target creature gains flying until end of turn.
{4}{U}{U}, Exile Nephalia Moondrakes from your graveyard: Creatures you control gain flying until end of turn.",rare,Flying,,Creature,Drake
81,Niblis of Dusk,U,3.0,{2}{U},2.0,1.0,,"Flying
Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)",common,"Flying, Prowess",,Creature,Spirit
82,Ongoing Investigation,U,2.0,{1}{U},,,,"Whenever one or more creatures you control deal combat damage to a player, investigate. (Create a Clue token. It's an artifact with ""{2}, Sacrifice this artifact: Draw a card."")
{1}{G}, Exile a creature card from your graveyard: Investigate. You gain 2 life.",uncommon,Investigate,,Enchantment,
83,Pieces of the Puzzle,U,3.0,{2}{U},,,,Reveal the top five cards of your library. Put up to two instant and/or sorcery cards from among them into your hand and the rest into your graveyard.,common,,,Sorcery,
84,Pore Over the Pages,U,5.0,{3}{U}{U},,,,"Draw three cards, untap up to two lands, then discard a card.",uncommon,,,Sorcery,
85,Press for Answers,U,2.0,{1}{U},,,,"Tap target creature. It doesn't untap during its controller's next untap step.
Investigate. (Create a Clue token. It's an artifact with ""{2}, Sacrifice this artifact: Draw a card."")",common,Investigate,,Sorcery,
86,Rattlechains,U,2.0,{1}{U},2.0,1.0,,"Flash
Flying
When Rattlechains enters the battlefield, target Spirit gains hexproof until end of turn.
You may cast Spirit spells as though they had flash.",rare,"Flash, Flying",,Creature,Spirit
87,Reckless Scholar,U,3.0,{2}{U},2.0,1.0,,"{T}: Target player draws a card, then discards a card.",uncommon,,,Creature,"Human, Wizard"
88,Rise from the Tides,U,6.0,{5}{U},,,,Create a tapped 2/2 black Zombie creature token for each instant and sorcery card in your graveyard.,uncommon,,,Sorcery,
89,Seagraf Skaab,U,2.0,{1}{U},1.0,3.0,,,common,,,Creature,Zombie
90,Silburlind Snapper,U,6.0,{5}{U},6.0,6.0,,Silburlind Snapper can't attack unless you've cast a noncreature spell this turn.,common,,,Creature,Turtle
91,Silent Observer,U,4.0,{3}{U},1.0,5.0,,Flying,common,Flying,,Creature,Spirit
92,Sleep Paralysis,U,4.0,{3}{U},,,,"Enchant creature
When Sleep Paralysis enters the battlefield, tap enchanted creature.
Enchanted creature doesn't untap during its controller's untap step.",common,Enchant,,Enchantment,Aura
93,Startled Awake,U,4.0,{2}{U}{U},,,,"Target opponent mills thirteen cards.
{3}{U}{U}: Put Startled Awake from your graveyard onto the battlefield transformed. Activate only as a sorcery.",mythic,"Mill, Transform",,Sorcery,
94,Persistent Nightmare,U,4.0,,1.0,1.0,,"Skulk (This creature can't be blocked by creatures with greater power.)
When Persistent Nightmare deals combat damage to a player, return it to its owner's hand.",mythic,Skulk,,Creature,Nightmare
95,Stitched Mangler,U,3.0,{2}{U},2.0,3.0,,"Stitched Mangler enters the battlefield tapped.
When Stitched Mangler enters the battlefield, tap target creature an opponent controls. That creature doesn't untap during its controller's next untap step.",common,,,Creature,"Zombie, Horror"
96,Stitchwing Skaab,U,4.0,{3}{U},3.0,1.0,,"Flying
{1}{U}, Discard two cards: Return Stitchwing Skaab from your graveyard to the battlefield tapped.",uncommon,Flying,,Creature,"Zombie, Horror"
97,Stormrider Spirit,U,5.0,{4}{U},3.0,3.0,,"Flash
Flying",common,"Flash, Flying",,Creature,Spirit
98,Thing in the Ice,U,2.0,{1}{U},0.0,4.0,,"Defender
Thing in the Ice enters the battlefield with four ice counters on it.
Whenever you cast an instant or sorcery spell, remove an ice counter from Thing in the Ice. Then if it has no ice counters on it, transform it.",rare,"Defender, Transform",,Creature,Horror
99,Awoken Horror,U,2.0,,7.0,8.0,,"When this creature transforms into Awoken Horror, return all non-Horror creatures to their owners' hands.",rare,Transform,,Creature,"Kraken, Horror"
100,Trail of Evidence,U,3.0,{2}{U},,,,"Whenever you cast an instant or sorcery spell, investigate. (Create a Clue token. It's an artifact with ""{2}, Sacrifice this artifact: Draw a card."")",uncommon,Investigate,,Enchantment,
101,Uninvited Geist,U,3.0,{2}{U},2.0,2.0,,"Skulk (This creature can't be blocked by creatures with greater power.)
When Uninvited Geist deals combat damage to a player, transform it.",uncommon,"Skulk, Transform",,Creature,Spirit
102,Unimpeded Trespasser,U,3.0,,3.0,3.0,,Unimpeded Trespasser can't be blocked.,uncommon,,,Creature,Spirit
103,Vessel of Paramnesia,U,2.0,{1}{U},,,,"{U}, Sacrifice Vessel of Paramnesia: Target player mills three cards. Draw a card.",common,Mill,,Enchantment,
104,Welcome to the Fold,U,4.0,{2}{U}{U},,,,"Madness {X}{U}{U} (If you discard this card, discard it into exile. When you do, cast it for its madness cost or put it into your graveyard.)
Gain control of target creature if its toughness is 2 or less. If this spell's madness cost was paid, instead gain control of that creature if its toughness is X or less.",rare,Madness,,Sorcery,
105,Accursed Witch,B,4.0,{3}{B},4.0,2.0,,"Spells your opponents cast that target Accursed Witch cost {1} less to cast.
When Accursed Witch dies, return it to the battlefield transformed under your control attached to target opponent.",uncommon,Transform,,Creature,"Human, Shaman"
106,Infectious Curse,B,4.0,,,,,"Enchant player
Spells you cast that target enchanted player cost {1} less to cast.
At the beginning of enchanted player's upkeep, that player loses 1 life and you gain 1 life.",uncommon,Enchant,,Enchantment,"Aura, Curse"
107,Alms of the Vein,B,3.0,{2}{B},,,,"Target opponent loses 3 life and you gain 3 life.
Madness {B} (If you discard this card, discard it into exile. When you do, cast it for its madness cost or put it into your graveyard.)",common,Madness,,Sorcery,
108,Asylum Visitor,B,2.0,{1}{B},3.0,1.0,,"At the beginning of each player's upkeep, if that player has no cards in hand, you draw a card and you lose 1 life.
Madness {1}{B} (If you discard this card, discard it into exile. When you do, cast it for its madness cost or put it into your graveyard.)",rare,Madness,,Creature,"Vampire, Wizard"
109,Behind the Scenes,B,3.0,{2}{B},,,,"Creatures you control have skulk. (They can't be blocked by creatures with greater power.)
{4}{W}: Creatures you control get +1/+1 until end of turn.",uncommon,,,Enchantment,
110,Behold the Beyond,B,7.0,{5}{B}{B},,,,"Discard your hand. Search your library for three cards, put them into your hand, then shuffle.",mythic,,,Sorcery,
111,Biting Rain,B,4.0,{2}{B}{B},,,,"All creatures get -2/-2 until end of turn.
Madness {2}{B} (If you discard this card, discard it into exile. When you do, cast it for its madness cost or put it into your graveyard.)",uncommon,Madness,,Sorcery,
112,Call the Bloodline,B,2.0,{1}{B},,,,"{1}, Discard a card: Create a 1/1 black Vampire Knight creature token with lifelink. Activate only once each turn.",uncommon,,,Enchantment,
113,Creeping Dread,B,4.0,{3}{B},,,,"At the beginning of your upkeep, each player discards a card. Each opponent who discarded a card that shares a card type with the card you discarded loses 3 life. (Players reveal the discarded cards simultaneously.)",uncommon,,,Enchantment,
114,Crow of Dark Tidings,B,3.0,{2}{B},2.0,1.0,,"Flying
When Crow of Dark Tidings enters the battlefield or dies, mill two cards. (Put the top two cards of your library into your graveyard.)",common,"Flying, Mill",,Creature,"Zombie, Bird"
115,Dead Weight,B,1.0,{B},,,,"Enchant creature
Enchanted creature gets -2/-2.",common,Enchant,,Enchantment,Aura
116,Diregraf Colossus,B,3.0,{2}{B},2.0,2.0,,"Diregraf Colossus enters the battlefield with a +1/+1 counter on it for each Zombie card in your graveyard.
Whenever you cast a Zombie spell, create a tapped 2/2 black Zombie creature token.",rare,,,Creature,"Zombie, Giant"
117,Elusive Tormentor,B,4.0,{2}{B}{B},4.0,4.0,,"{1}, Discard a card: Transform Elusive Tormentor.",rare,Transform,,Creature,"Vampire, Wizard"
118,Insidious Mist,U,4.0,,0.0,1.0,,"Hexproof, indestructible
Insidious Mist can't block and can't be blocked.
Whenever Insidious Mist attacks and isn't blocked, you may pay {2}{B}. If you do, transform it.",rare,"Hexproof, Indestructible, Transform",,Creature,Elemental
119,Ever After,B,6.0,{4}{B}{B},,,,Return up to two target creature cards from your graveyard to the battlefield. Each of those creatures is a black Zombie in addition to its other colors and types. Put Ever After on the bottom of its owner's library.,rare,,,Sorcery,
120,Farbog Revenant,B,3.0,{2}{B},1.0,3.0,,"Skulk (This creature can't be blocked by creatures with greater power.)
Lifelink (Damage dealt by this creature also causes you to gain that much life.)",common,"Lifelink, Skulk",,Creature,Spirit
121,From Under the Floorboards,B,5.0,{3}{B}{B},,,,"Madness {X}{B}{B} (If you discard this card, discard it into exile. When you do, cast it for its madness cost or put it into your graveyard.)
Create three tapped 2/2 black Zombie creature tokens and you gain 3 life. If this spell's madness cost was paid, instead create X of those tokens and you gain X life.",rare,Madness,,Sorcery,
122,Ghoulcaller's Accomplice,B,2.0,{1}{B},2.0,2.0,,"{3}{B}, Exile Ghoulcaller's Accomplice from your graveyard: Create a 2/2 black Zombie creature token. Activate only as a sorcery.",common,,,Creature,"Human, Rogue"
123,Ghoulsteed,B,5.0,{4}{B},4.0,4.0,,"{2}{B}, Discard two cards: Return Ghoulsteed from your graveyard to the battlefield tapped.",uncommon,,,Creature,"Zombie, Horse"
124,Gisa's Bidding,B,4.0,{2}{B}{B},,,,"Create two 2/2 black Zombie creature tokens.
Madness {2}{B} (If you discard this card, discard it into exile. When you do, cast it for its madness cost or put it into your graveyard.)",uncommon,Madness,,Sorcery,
125,Grotesque Mutation,B,2.0,{1}{B},,,,Target creature gets +3/+1 and gains lifelink until end of turn. (Damage dealt by the creature also causes its controller to gain that much life.),common,,,Instant,
126,Heir of Falkenrath,B,2.0,{1}{B},2.0,1.0,,Discard a card: Transform Heir of Falkenrath. Activate only once each turn.,uncommon,Transform,,Creature,Vampire
127,Heir to the Night,B,2.0,,3.0,2.0,,Flying,uncommon,Flying,,Creature,"Vampire, Berserker"
128,Hound of the Farbogs,B,5.0,{4}{B},5.0,3.0,,Delirium — Hound of the Farbogs has menace as long as there are four or more card types among cards in your graveyard. (A creature with menace can't be blocked except by two or more creatures.),common,Delirium,,Creature,"Zombie, Dog"
129,Indulgent Aristocrat,B,1.0,{B},1.0,1.0,,"Lifelink
{2}, Sacrifice a creature: Put a +1/+1 counter on each Vampire you control.",uncommon,Lifelink,,Creature,"Vampire, Noble"
130,Kindly Stranger,B,3.0,{2}{B},2.0,3.0,,Delirium — {2}{B}: Transform Kindly Stranger. Activate only if there are four or more card types among cards in your graveyard.,uncommon,"Delirium, Transform",,Creature,Human
131,Demon-Possessed Witch,B,3.0,,4.0,3.0,,"When this creature transforms into Demon-Possessed Witch, you may destroy target creature.",uncommon,Transform,,Creature,"Human, Shaman"
132,Macabre Waltz,B,2.0,{1}{B},,,,"Return up to two target creature cards from your graveyard to your hand, then discard a card.",common,,,Sorcery,
133,Markov Dreadknight,B,5.0,{3}{B}{B},3.0,3.0,,"Flying
{2}{B}, Discard a card: Put two +1/+1 counters on Markov Dreadknight.",rare,Flying,,Creature,"Vampire, Knight"
134,Merciless Resolve,B,3.0,{2}{B},,,,"As an additional cost to cast this spell, sacrifice a creature or land.
Draw two cards.",common,,,Instant,
135,Mindwrack Demon,B,4.0,{2}{B}{B},4.0,5.0,,"Flying, trample
When Mindwrack Demon enters the battlefield, mill four cards.
Delirium — At the beginning of your upkeep, you lose 4 life unless there are four or more card types among cards in your graveyard.",mythic,"Delirium, Flying, Mill, Trample",,Creature,Demon
136,Morkrut Necropod,B,6.0,{5}{B},7.0,7.0,,"Menace (This creature can't be blocked except by two or more creatures.)
Whenever Morkrut Necropod attacks or blocks, sacrifice another creature or land.",uncommon,Menace,,Creature,"Slug, Horror"
137,Murderous Compulsion,B,2.0,{1}{B},,,,"Destroy target tapped creature.
Madness {1}{B} (If you discard this card, discard it into exile. When you do, cast it for its madness cost or put it into your graveyard.)",common,Madness,,Sorcery,
